Elapsed_Time_s,Timestamp,T1_C,T2_C,Skew_ms,Delta_T_C
761.991,2026-03-06T12:20:13.366236,-7.7969,-7.3203,0.824,-0.4766
762.227,2026-03-06T12:20:13.602845,-7.8047,-7.3281,0.854,-0.4766
762.466,2026-03-06T12:20:13.841276,-7.8125,-7.3359,0.854,-0.4766
762.704,2026-03-06T12:20:14.079627,-7.8281,-7.3438,0.854,-0.4844
762.954,2026-03-06T12:20:14.329723,-7.8281,-7.3516,0.854,-0.4766
763.170,2026-03-06T12:20:14.545322,-7.8359,-7.3594,0.854,-0.4766
763.398,2026-03-06T12:20:14.773127,-7.8359,-7.3594,0.855,-0.4766
763.638,2026-03-06T12:20:15.013244,-7.8438,-7.3672,0.854,-0.4766
763.876,2026-03-06T12:20:15.251227,-7.8516,-7.3750,0.854,-0.4766
764.113,2026-03-06T12:20:15.488519,-7.8594,-7.3828,0.854,-0.4766
764.333,2026-03-06T12:20:15.708568,-7.8594,-7.3906,0.855,-0.4688
764.570,2026-03-06T12:20:15.945743,-7.8672,-7.3984,0.854,-0.4688
764.807,2026-03-06T12:20:16.183000,-7.8750,-7.4063,0.854,-0.4688
765.062,2026-03-06T12:20:16.437875,-7.8828,-7.4141,0.824,-0.4688
765.295,2026-03-06T12:20:16.670632,-7.8828,-7.4219,0.824,-0.4609
765.509,2026-03-06T12:20:16.884926,-7.8906,-7.4297,0.854,-0.4609
765.741,2026-03-06T12:20:17.116446,-7.8984,-7.4297,0.854,-0.4688
765.978,2026-03-06T12:20:17.354052,-7.9063,-7.4375,0.855,-0.4688
766.217,2026-03-06T12:20:17.592109,-7.9063,-7.4453,0.854,-0.4609
766.454,2026-03-06T12:20:17.829131,-7.9141,-7.4531,0.854,-0.4609
766.672,2026-03-06T12:20:18.048100,-7.9219,-7.4531,0.824,-0.4688
766.912,2026-03-06T12:20:18.287504,-7.9297,-7.4609,0.854,-0.4688
767.149,2026-03-06T12:20:18.524953,-7.9375,-7.4688,0.854,-0.4688
767.398,2026-03-06T12:20:18.773271,-7.9375,-7.4844,0.854,-0.4531
767.630,2026-03-06T12:20:19.005835,-7.9453,-7.4922,0.854,-0.4531
767.846,2026-03-06T12:20:19.221156,-7.9453,-7.4922,0.854,-0.4531
768.082,2026-03-06T12:20:19.457424,-7.9609,-7.5000,0.854,-0.4609
768.319,2026-03-06T12:20:19.694346,-7.9688,-7.5078,0.885,-0.4609
768.557,2026-03-06T12:20:19.933083,-7.9688,-7.5156,0.854,-0.4531
768.794,2026-03-06T12:20:20.169930,-7.9766,-7.5234,0.885,-0.4531
769.014,2026-03-06T12:20:20.389752,-7.9844,-7.5234,0.854,-0.4609
769.255,2026-03-06T12:20:20.630299,-7.9922,-7.5391,0.854,-0.4531
769.491,2026-03-06T12:20:20.866477,-8.0000,-7.5391,0.854,-0.4609
769.735,2026-03-06T12:20:21.110150,-8.0000,-7.5469,0.854,-0.4531
769.966,2026-03-06T12:20:21.341149,-8.0000,-7.5547,0.854,-0.4453
770.187,2026-03-06T12:20:21.562612,-8.0156,-7.5547,0.854,-0.4609
770.426,2026-03-06T12:20:21.802023,-8.0156,-7.5625,0.885,-0.4531
770.665,2026-03-06T12:20:22.040736,-8.0234,-7.5703,0.854,-0.4531
770.903,2026-03-06T12:20:22.278813,-8.0313,-7.5781,0.854,-0.4531
771.140,2026-03-06T12:20:22.515687,-8.0391,-7.5859,0.854,-0.4531
771.360,2026-03-06T12:20:22.735370,-8.0391,-7.5938,0.885,-0.4453
771.599,2026-03-06T12:20:22.974298,-8.0469,-7.6016,0.854,-0.4453
771.846,2026-03-06T12:20:23.221171,-8.0469,-7.6016,0.855,-0.4453
772.077,2026-03-06T12:20:23.452986,-8.0547,-7.6094,0.854,-0.4453
772.316,2026-03-06T12:20:23.691234,-8.0625,-7.6172,0.855,-0.4453
772.535,2026-03-06T12:20:23.910239,-8.0703,-7.6250,0.854,-0.4453
772.771,2026-03-06T12:20:24.146711,-8.0781,-7.6250,0.854,-0.4531
773.009,2026-03-06T12:20:24.385025,-8.0781,-7.6328,0.854,-0.4453
773.247,2026-03-06T12:20:24.622485,-8.0859,-7.6484,0.885,-0.4375
773.485,2026-03-06T12:20:24.860289,-8.0938,-7.6484,0.885,-0.4453
773.703,2026-03-06T12:20:25.079067,-8.1016,-7.6484,0.854,-0.4531
773.940,2026-03-06T12:20:25.315951,-8.1094,-7.6641,0.855,-0.4453
774.196,2026-03-06T12:20:25.571832,-8.1172,-7.6719,1.038,-0.4453
774.446,2026-03-06T12:20:25.821309,-8.1250,-7.6719,0.854,-0.4531
774.750,2026-03-06T12:20:26.125226,-8.1328,-7.6875,0.854,-0.4453
775.076,2026-03-06T12:20:26.451906,-8.1406,-7.6953,0.854,-0.4453
775.423,2026-03-06T12:20:26.799022,-8.1484,-7.7031,0.885,-0.4453
775.670,2026-03-06T12:20:27.045347,-8.1484,-7.7109,0.854,-0.4375
775.903,2026-03-06T12:20:27.278866,-8.1563,-7.7188,0.855,-0.4375
776.144,2026-03-06T12:20:27.519530,-8.1563,-7.7188,0.854,-0.4375
776.366,2026-03-06T12:20:27.741241,-8.1563,-7.7266,0.885,-0.4297
776.602,2026-03-06T12:20:27.977877,-8.1641,-7.7344,0.854,-0.4297
776.841,2026-03-06T12:20:28.216277,-8.1719,-7.7344,0.855,-0.4375
777.078,2026-03-06T12:20:28.453421,-8.1719,-7.7422,0.854,-0.4297
777.333,2026-03-06T12:20:28.708309,-8.1797,-7.7500,0.854,-0.4297
777.572,2026-03-06T12:20:28.947601,-8.1953,-7.7578,0.854,-0.4375
777.809,2026-03-06T12:20:29.184616,-8.1953,-7.7578,0.854,-0.4375
778.029,2026-03-06T12:20:29.404246,-8.2031,-7.7656,0.824,-0.4375
778.266,2026-03-06T12:20:29.641970,-8.2031,-7.7734,0.854,-0.4297
778.504,2026-03-06T12:20:29.880098,-8.2031,-7.7813,0.885,-0.4219
778.742,2026-03-06T12:20:30.117245,-8.2109,-7.7813,0.854,-0.4297
778.979,2026-03-06T12:20:30.354888,-8.2188,-7.7891,0.854,-0.4297
779.200,2026-03-06T12:20:30.575260,-8.2266,-7.7969,0.854,-0.4297
779.449,2026-03-06T12:20:30.824629,-8.2266,-7.7969,0.854,-0.4297
779.685,2026-03-06T12:20:31.060546,-8.2344,-7.8047,0.855,-0.4297
779.920,2026-03-06T12:20:31.295131,-8.2422,-7.8125,0.854,-0.4297
780.157,2026-03-06T12:20:31.532374,-8.2422,-7.8203,0.854,-0.4219
780.376,2026-03-06T12:20:31.751800,-8.2422,-7.8203,0.854,-0.4219
780.614,2026-03-06T12:20:31.989959,-8.2500,-7.8281,0.854,-0.4219
780.853,2026-03-06T12:20:32.228737,-8.2578,-7.8438,0.885,-0.4141
781.091,2026-03-06T12:20:32.467023,-8.2656,-7.8438,0.854,-0.4219
781.329,2026-03-06T12:20:32.704697,-8.2656,-7.8516,0.854,-0.4141
781.550,2026-03-06T12:20:32.925687,-8.2734,-7.8438,0.854,-0.4297
781.800,2026-03-06T12:20:33.175798,-8.2813,-7.8516,0.854,-0.4297
782.030,2026-03-06T12:20:33.405931,-8.2813,-7.8672,0.824,-0.4141
782.262,2026-03-06T12:20:33.637328,-8.2891,-7.8672,0.854,-0.4219
782.500,2026-03-06T12:20:33.875903,-8.2891,-7.8750,0.854,-0.4141
782.720,2026-03-06T12:20:34.095543,-8.2969,-7.8828,0.854,-0.4141
782.959,2026-03-06T12:20:34.334496,-8.2969,-7.8828,0.854,-0.4141
783.197,2026-03-06T12:20:34.572440,-8.3047,-7.8906,0.854,-0.4141
783.434,2026-03-06T12:20:34.809535,-8.3125,-7.8906,0.854,-0.4219
783.671,2026-03-06T12:20:35.047069,-8.3125,-7.9063,0.854,-0.4063
783.890,2026-03-06T12:20:35.265886,-8.3203,-7.9063,0.854,-0.4141
784.135,2026-03-06T12:20:35.510747,-8.3281,-7.9141,0.855,-0.4141
784.374,2026-03-06T12:20:35.749691,-8.3281,-7.9141,0.854,-0.4141
784.609,2026-03-06T12:20:35.984229,-8.3281,-7.9219,0.854,-0.4063
784.846,2026-03-06T12:20:36.221904,-8.3359,-7.9297,0.854,-0.4063
785.066,2026-03-06T12:20:36.441206,-8.3359,-7.9297,0.824,-0.4063
785.303,2026-03-06T12:20:36.678755,-8.3516,-7.9375,0.854,-0.4141
785.545,2026-03-06T12:20:36.920145,-8.3516,-7.9453,0.854,-0.4063
785.808,2026-03-06T12:20:37.183988,-8.3594,-7.9531,0.855,-0.4063
786.073,2026-03-06T12:20:37.448443,-8.3672,-7.9531,0.854,-0.4141
786.309,2026-03-06T12:20:37.684613,-8.3672,-7.9609,0.854,-0.4063
786.551,2026-03-06T12:20:37.926843,-8.3750,-7.9609,0.854,-0.4141
786.791,2026-03-06T12:20:38.166121,-8.3828,-7.9688,0.824,-0.4141
787.028,2026-03-06T12:20:38.403205,-8.3828,-7.9766,0.854,-0.4063
787.247,2026-03-06T12:20:38.622855,-8.3828,-7.9844,0.854,-0.3984
787.490,2026-03-06T12:20:38.865111,-8.3906,-7.9844,0.854,-0.4063
787.745,2026-03-06T12:20:39.121041,-8.3984,-7.9922,0.854,-0.4063
787.982,2026-03-06T12:20:39.357129,-8.3984,-7.9922,0.854,-0.4063
788.214,2026-03-06T12:20:39.589586,-8.3984,-8.0000,0.854,-0.3984
788.431,2026-03-06T12:20:39.806369,-8.4063,-7.9922,0.824,-0.4141
788.669,2026-03-06T12:20:40.044158,-8.4063,-8.0078,0.854,-0.3984
788.911,2026-03-06T12:20:40.286141,-8.4141,-8.0078,0.854,-0.4063
789.153,2026-03-06T12:20:40.528277,-8.4141,-8.0234,0.946,-0.3906
789.394,2026-03-06T12:20:40.769728,-8.4219,-8.0234,0.824,-0.3984
789.614,2026-03-06T12:20:40.989436,-8.4219,-8.0313,0.854,-0.3906
789.856,2026-03-06T12:20:41.231649,-8.4297,-8.0391,0.916,-0.3906
790.094,2026-03-06T12:20:41.469690,-8.4375,-8.0391,0.854,-0.3984
790.337,2026-03-06T12:20:41.712514,-8.4375,-8.0469,0.824,-0.3906
790.578,2026-03-06T12:20:41.953238,-8.4375,-8.0469,0.854,-0.3906
790.798,2026-03-06T12:20:42.173246,-8.4453,-8.0547,0.854,-0.3906
791.036,2026-03-06T12:20:42.412046,-8.4531,-8.0547,0.854,-0.3984
791.275,2026-03-06T12:20:42.650931,-8.4531,-8.0625,0.885,-0.3906
791.525,2026-03-06T12:20:42.900998,-8.4688,-8.0625,0.854,-0.4063
791.765,2026-03-06T12:20:43.140613,-8.4609,-8.0703,0.854,-0.3906
791.994,2026-03-06T12:20:43.369565,-8.4688,-8.0703,0.885,-0.3984
792.220,2026-03-06T12:20:43.595767,-8.4766,-8.0781,0.854,-0.3984
792.458,2026-03-06T12:20:43.834046,-8.4766,-8.0859,0.854,-0.3906
792.696,2026-03-06T12:20:44.071677,-8.4844,-8.0938,0.854,-0.3906
792.940,2026-03-06T12:20:44.315157,-8.4922,-8.0938,0.854,-0.3984
793.162,2026-03-06T12:20:44.538027,-8.4922,-8.1016,0.854,-0.3906
793.403,2026-03-06T12:20:44.778388,-8.4922,-8.1094,0.854,-0.3828
793.641,2026-03-06T12:20:45.016633,-8.4922,-8.1172,0.854,-0.3750
793.887,2026-03-06T12:20:45.262464,-8.5078,-8.1172,0.854,-0.3906
794.124,2026-03-06T12:20:45.499164,-8.5078,-8.1250,0.824,-0.3828
794.344,2026-03-06T12:20:45.719599,-8.5156,-8.1250,0.854,-0.3906
794.588,2026-03-06T12:20:45.963109,-8.5156,-8.1328,0.824,-0.3828
794.826,2026-03-06T12:20:46.201349,-8.5234,-8.1328,0.854,-0.3906
795.063,2026-03-06T12:20:46.439086,-8.5234,-8.1406,0.854,-0.3828
795.308,2026-03-06T12:20:46.683258,-8.5313,-8.1563,0.824,-0.3750
795.532,2026-03-06T12:20:46.907210,-8.5313,-8.1484,0.854,-0.3828
795.780,2026-03-06T12:20:47.155598,-8.5313,-8.1563,0.824,-0.3750
796.017,2026-03-06T12:20:47.392948,-8.5469,-8.1563,0.854,-0.3906
796.250,2026-03-06T12:20:47.625245,-8.5547,-8.1641,0.824,-0.3906
796.488,2026-03-06T12:20:47.863293,-8.5547,-8.1641,0.854,-0.3906
796.708,2026-03-06T12:20:48.083925,-8.5547,-8.1719,0.854,-0.3828
796.952,2026-03-06T12:20:48.327547,-8.5547,-8.1797,1.007,-0.3750
797.193,2026-03-06T12:20:48.568389,-8.5625,-8.1797,0.854,-0.3828
797.434,2026-03-06T12:20:48.809708,-8.5703,-8.1953,0.916,-0.3750
797.686,2026-03-06T12:20:49.061574,-8.5703,-8.1875,0.854,-0.3828
797.902,2026-03-06T12:20:49.278076,-8.5781,-8.1953,0.824,-0.3828
798.140,2026-03-06T12:20:49.515598,-8.5781,-8.2031,0.854,-0.3750
798.376,2026-03-06T12:20:49.751766,-8.5859,-8.2031,0.854,-0.3828
798.614,2026-03-06T12:20:49.989126,-8.5859,-8.2109,0.854,-0.3750
798.852,2026-03-06T12:20:50.227715,-8.5859,-8.2188,0.855,-0.3672
799.073,2026-03-06T12:20:50.448284,-8.5938,-8.2188,0.824,-0.3750
799.310,2026-03-06T12:20:50.685420,-8.6016,-8.2266,0.885,-0.3750
799.561,2026-03-06T12:20:50.936174,-8.6016,-8.2266,0.824,-0.3750
799.795,2026-03-06T12:20:51.170820,-8.6094,-8.2344,0.854,-0.3750
800.031,2026-03-06T12:20:51.406121,-8.6094,-8.2344,0.854,-0.3750
800.251,2026-03-06T12:20:51.626586,-8.6172,-8.2422,0.854,-0.3750
800.489,2026-03-06T12:20:51.864348,-8.6250,-8.2422,0.854,-0.3828
800.725,2026-03-06T12:20:52.100492,-8.6250,-8.2500,0.854,-0.3750
800.962,2026-03-06T12:20:52.337703,-8.6250,-8.2578,0.854,-0.3672
801.201,2026-03-06T12:20:52.576851,-8.6250,-8.2578,0.824,-0.3672
801.425,2026-03-06T12:20:52.800503,-8.6328,-8.2578,0.854,-0.3750
801.671,2026-03-06T12:20:53.046442,-8.6406,-8.2656,0.854,-0.3750
801.903,2026-03-06T12:20:53.278581,-8.6406,-8.2734,0.854,-0.3672
802.141,2026-03-06T12:20:53.516560,-8.6484,-8.2813,0.854,-0.3672
802.379,2026-03-06T12:20:53.754226,-8.6563,-8.2891,0.854,-0.3672
802.599,2026-03-06T12:20:53.974206,-8.6563,-8.2813,0.824,-0.3750
802.837,2026-03-06T12:20:54.212966,-8.6484,-8.2891,0.854,-0.3594
803.074,2026-03-06T12:20:54.449190,-8.6641,-8.2969,0.824,-0.3672
803.311,2026-03-06T12:20:54.686278,-8.6641,-8.2969,0.854,-0.3672
803.548,2026-03-06T12:20:54.924051,-8.6719,-8.3047,0.854,-0.3672
803.783,2026-03-06T12:20:55.158866,-8.6719,-8.3047,0.854,-0.3672
804.021,2026-03-06T12:20:55.396941,-8.6797,-8.3047,0.885,-0.3750
804.254,2026-03-06T12:20:55.630036,-8.6797,-8.3125,0.855,-0.3672
804.494,2026-03-06T12:20:55.869436,-8.6797,-8.3203,1.099,-0.3594
804.734,2026-03-06T12:20:56.110014,-8.6875,-8.3203,0.854,-0.3672
804.960,2026-03-06T12:20:56.335212,-8.6875,-8.3281,1.068,-0.3594
805.200,2026-03-06T12:20:56.575850,-8.6875,-8.3281,0.854,-0.3594
805.438,2026-03-06T12:20:56.813872,-8.6953,-8.3359,0.854,-0.3594
805.687,2026-03-06T12:20:57.062377,-8.6953,-8.3359,0.854,-0.3594
805.919,2026-03-06T12:20:57.294550,-8.7031,-8.3438,0.854,-0.3594
806.151,2026-03-06T12:20:57.526889,-8.7031,-8.3438,0.824,-0.3594
806.382,2026-03-06T12:20:57.757569,-8.7109,-8.3594,0.824,-0.3516
806.623,2026-03-06T12:20:57.998870,-8.7109,-8.3594,0.885,-0.3516
806.861,2026-03-06T12:20:58.236975,-8.7188,-8.3594,0.854,-0.3594
807.099,2026-03-06T12:20:58.474321,-8.7188,-8.3594,0.885,-0.3594
807.319,2026-03-06T12:20:58.694404,-8.7266,-8.3672,0.855,-0.3594
807.560,2026-03-06T12:20:58.935231,-8.7266,-8.3750,0.854,-0.3516
807.803,2026-03-06T12:20:59.178390,-8.7266,-8.3750,0.854,-0.3516
808.057,2026-03-06T12:20:59.432444,-8.7344,-8.3750,0.854,-0.3594
808.293,2026-03-06T12:20:59.669044,-8.7344,-8.3828,0.946,-0.3516
808.508,2026-03-06T12:20:59.884081,-8.7344,-8.3906,0.854,-0.3438
808.739,2026-03-06T12:21:00.114152,-8.7422,-8.3906,0.824,-0.3516
808.979,2026-03-06T12:21:00.354413,-8.7500,-8.3906,0.854,-0.3594
809.219,2026-03-06T12:21:00.594341,-8.7500,-8.3984,0.854,-0.3516
809.462,2026-03-06T12:21:00.837314,-8.7500,-8.4063,0.854,-0.3438
809.684,2026-03-06T12:21:01.059272,-8.7656,-8.4063,0.854,-0.3594
809.922,2026-03-06T12:21:01.297786,-8.7656,-8.4141,0.855,-0.3516
810.174,2026-03-06T12:21:01.549902,-8.7656,-8.4141,0.855,-0.3516
810.407,2026-03-06T12:21:01.782759,-8.7734,-8.4219,0.854,-0.3516
810.642,2026-03-06T12:21:02.017433,-8.7734,-8.4219,0.824,-0.3516
810.865,2026-03-06T12:21:02.240748,-8.7734,-8.4297,0.854,-0.3438
811.107,2026-03-06T12:21:02.482362,-8.7813,-8.4375,0.854,-0.3438
811.345,2026-03-06T12:21:02.720459,-8.7813,-8.4375,0.885,-0.3438
811.582,2026-03-06T12:21:02.957657,-8.7891,-8.4375,0.854,-0.3516
811.819,2026-03-06T12:21:03.194814,-8.7891,-8.4453,0.854,-0.3438
812.039,2026-03-06T12:21:03.414934,-8.7891,-8.4453,0.855,-0.3438
812.291,2026-03-06T12:21:03.667014,-8.7969,-8.4609,0.854,-0.3359
812.525,2026-03-06T12:21:03.900751,-8.7969,-8.4531,0.824,-0.3438
812.758,2026-03-06T12:21:04.134021,-8.8047,-8.4609,0.854,-0.3438
812.998,2026-03-06T12:21:04.373932,-8.8047,-8.4609,1.038,-0.3438
813.222,2026-03-06T12:21:04.597198,-8.8125,-8.4688,0.824,-0.3438
813.461,2026-03-06T12:21:04.836527,-8.8125,-8.4766,0.854,-0.3359
813.699,2026-03-06T12:21:05.075048,-8.8125,-8.4766,0.854,-0.3359
813.938,2026-03-06T12:21:05.313198,-8.8203,-8.4844,0.854,-0.3359
814.190,2026-03-06T12:21:05.565583,-8.8203,-8.4844,0.854,-0.3359
814.410,2026-03-06T12:21:05.785364,-8.8281,-8.4922,0.855,-0.3359
814.644,2026-03-06T12:21:06.019191,-8.8359,-8.4922,0.854,-0.3438
814.883,2026-03-06T12:21:06.258519,-8.8359,-8.5000,0.854,-0.3359
815.122,2026-03-06T12:21:06.497208,-8.8438,-8.5000,0.854,-0.3438
815.363,2026-03-06T12:21:06.738792,-8.8438,-8.5078,0.824,-0.3359
815.588,2026-03-06T12:21:06.963560,-8.8516,-8.5078,0.824,-0.3438
815.829,2026-03-06T12:21:07.204897,-8.8516,-8.5156,0.854,-0.3359
816.078,2026-03-06T12:21:07.453468,-8.8594,-8.5156,0.854,-0.3438
816.312,2026-03-06T12:21:07.687376,-8.8594,-8.5156,0.854,-0.3438
816.546,2026-03-06T12:21:07.921508,-8.8672,-8.5234,0.854,-0.3438
816.769,2026-03-06T12:21:08.145001,-8.8672,-8.5234,0.854,-0.3438
817.012,2026-03-06T12:21:08.387264,-8.8750,-8.5313,0.854,-0.3438
817.252,2026-03-06T12:21:08.627657,-8.8750,-8.5391,0.854,-0.3359
817.489,2026-03-06T12:21:08.865042,-8.8750,-8.5391,0.854,-0.3359
817.727,2026-03-06T12:21:09.102866,-8.8828,-8.5391,0.854,-0.3438
817.958,2026-03-06T12:21:09.333764,-8.8828,-8.5469,0.854,-0.3359
818.202,2026-03-06T12:21:09.577264,-8.8828,-8.5469,0.854,-0.3359
818.434,2026-03-06T12:21:09.809641,-8.8984,-8.5547,0.854,-0.3438
818.675,2026-03-06T12:21:10.050531,-8.8984,-8.5625,0.854,-0.3359
818.912,2026-03-06T12:21:10.287895,-8.9063,-8.5547,0.854,-0.3516
819.134,2026-03-06T12:21:10.509212,-8.9063,-8.5625,0.854,-0.3438
819.372,2026-03-06T12:21:10.747595,-8.9063,-8.5625,0.854,-0.3438
819.611,2026-03-06T12:21:10.986413,-8.9063,-8.5703,0.854,-0.3359
819.865,2026-03-06T12:21:11.240249,-8.9141,-8.5703,0.854,-0.3438
820.098,2026-03-06T12:21:11.474093,-8.9141,-8.5781,0.854,-0.3359
820.319,2026-03-06T12:21:11.694633,-8.9219,-8.5781,0.854,-0.3438
820.551,2026-03-06T12:21:11.926654,-8.9219,-8.5859,0.855,-0.3359
820.789,2026-03-06T12:21:12.164774,-8.9297,-8.5859,0.854,-0.3438
821.026,2026-03-06T12:21:12.401878,-8.9219,-8.5859,0.885,-0.3359
821.263,2026-03-06T12:21:12.638560,-8.9297,-8.6016,0.854,-0.3281
821.483,2026-03-06T12:21:12.858754,-8.9375,-8.5938,0.854,-0.3438
821.721,2026-03-06T12:21:13.096265,-8.9375,-8.6016,0.885,-0.3359
821.960,2026-03-06T12:21:13.335697,-8.9375,-8.6016,0.854,-0.3359
822.210,2026-03-06T12:21:13.585589,-8.9375,-8.6016,0.824,-0.3359
822.446,2026-03-06T12:21:13.821598,-8.9453,-8.6094,0.824,-0.3359
822.666,2026-03-06T12:21:14.041562,-8.9453,-8.6094,0.854,-0.3359
822.904,2026-03-06T12:21:14.279349,-8.9453,-8.6172,0.854,-0.3281
823.142,2026-03-06T12:21:14.517273,-8.9531,-8.6172,0.854,-0.3359
823.384,2026-03-06T12:21:14.759322,-8.9531,-8.6250,0.854,-0.3281
823.622,2026-03-06T12:21:14.997686,-8.9609,-8.6250,0.854,-0.3359
823.847,2026-03-06T12:21:15.222438,-8.9609,-8.6250,0.916,-0.3359
824.089,2026-03-06T12:21:15.464499,-8.9609,-8.6328,0.854,-0.3281
824.344,2026-03-06T12:21:15.719212,-8.9609,-8.6328,0.854,-0.3281
824.573,2026-03-06T12:21:15.948505,-8.9688,-8.6406,0.855,-0.3281
824.810,2026-03-06T12:21:16.186014,-8.9766,-8.6406,0.854,-0.3359
825.035,2026-03-06T12:21:16.410635,-8.9766,-8.6484,0.854,-0.3281
825.275,2026-03-06T12:21:16.650979,-8.9766,-8.6484,0.854,-0.3281
825.515,2026-03-06T12:21:16.890953,-8.9844,-8.6563,0.854,-0.3281
825.753,2026-03-06T12:21:17.128445,-8.9844,-8.6563,0.854,-0.3281
825.992,2026-03-06T12:21:17.367451,-8.9922,-8.6563,0.854,-0.3359
826.216,2026-03-06T12:21:17.591139,-8.9922,-8.6563,0.854,-0.3359
826.460,2026-03-06T12:21:17.835580,-8.9922,-8.6719,0.854,-0.3203
826.699,2026-03-06T12:21:18.074678,-8.9922,-8.6641,0.854,-0.3281
826.946,2026-03-06T12:21:18.321683,-9.0000,-8.6719,0.854,-0.3281
827.181,2026-03-06T12:21:18.556664,-9.0078,-8.6719,0.854,-0.3359
827.396,2026-03-06T12:21:18.771986,-9.0000,-8.6719,0.854,-0.3281
827.641,2026-03-06T12:21:19.016244,-9.0078,-8.6719,0.854,-0.3359
827.883,2026-03-06T12:21:19.258301,-9.0078,-8.6875,0.854,-0.3203
828.124,2026-03-06T12:21:19.499647,-9.0156,-8.6875,0.854,-0.3281
828.362,2026-03-06T12:21:19.737573,-9.0156,-8.6875,0.854,-0.3281
828.599,2026-03-06T12:21:19.974442,-9.0234,-8.6875,0.824,-0.3359
828.828,2026-03-06T12:21:20.203195,-9.0156,-8.6875,0.854,-0.3281
829.065,2026-03-06T12:21:20.441040,-9.0234,-8.6953,0.854,-0.3281
829.304,2026-03-06T12:21:20.679218,-9.0313,-8.7031,0.824,-0.3281
829.541,2026-03-06T12:21:20.916437,-9.0234,-8.7031,0.854,-0.3203
829.764,2026-03-06T12:21:21.140053,-9.0313,-8.7031,0.854,-0.3281
830.004,2026-03-06T12:21:21.379414,-9.0313,-8.7109,0.824,-0.3203
830.241,2026-03-06T12:21:21.616811,-9.0391,-8.7109,0.854,-0.3281
830.482,2026-03-06T12:21:21.857794,-9.0391,-8.7188,0.854,-0.3203
830.743,2026-03-06T12:21:22.118202,-9.0469,-8.7188,0.854,-0.3281
830.993,2026-03-06T12:21:22.368153,-9.0469,-8.7188,0.854,-0.3281
831.229,2026-03-06T12:21:22.605081,-9.0469,-8.7266,0.854,-0.3203
831.444,2026-03-06T12:21:22.819621,-9.0547,-8.7266,0.854,-0.3281
831.682,2026-03-06T12:21:23.057149,-9.0547,-8.7266,0.854,-0.3281
831.926,2026-03-06T12:21:23.301424,-9.0547,-8.7344,0.854,-0.3203
832.169,2026-03-06T12:21:23.544505,-9.0625,-8.7344,0.854,-0.3281
832.416,2026-03-06T12:21:23.791781,-9.0625,-8.7422,0.824,-0.3203
832.636,2026-03-06T12:21:24.011947,-9.0625,-8.7422,0.824,-0.3203
832.867,2026-03-06T12:21:24.242279,-9.0625,-8.7422,0.824,-0.3203
833.107,2026-03-06T12:21:24.483011,-9.0703,-8.7422,0.824,-0.3281
833.350,2026-03-06T12:21:24.725452,-9.0703,-8.7422,0.854,-0.3281
833.593,2026-03-06T12:21:24.968244,-9.0703,-8.7500,0.854,-0.3203
833.812,2026-03-06T12:21:25.187669,-9.0781,-8.7578,0.854,-0.3203
834.051,2026-03-06T12:21:25.426462,-9.0781,-8.7500,0.854,-0.3281
834.294,2026-03-06T12:21:25.669282,-9.0859,-8.7578,0.854,-0.3281
834.535,2026-03-06T12:21:25.910601,-9.0859,-8.7578,0.854,-0.3281
834.782,2026-03-06T12:21:26.157548,-9.0859,-8.7656,0.854,-0.3203
835.004,2026-03-06T12:21:26.379355,-9.0859,-8.7578,0.824,-0.3281
835.234,2026-03-06T12:21:26.609811,-9.0938,-8.7656,0.854,-0.3281
835.474,2026-03-06T12:21:26.850002,-9.0938,-8.7734,0.854,-0.3203
835.714,2026-03-06T12:21:27.089280,-9.0938,-8.7813,0.854,-0.3125
835.956,2026-03-06T12:21:27.331123,-9.0938,-8.7813,0.824,-0.3125
836.179,2026-03-06T12:21:27.554930,-9.1016,-8.7813,0.854,-0.3203
836.419,2026-03-06T12:21:27.794881,-9.1016,-8.7813,0.854,-0.3203
836.657,2026-03-06T12:21:28.032983,-9.1016,-8.7891,0.855,-0.3125
836.908,2026-03-06T12:21:28.283868,-9.1094,-8.7891,0.854,-0.3203
837.152,2026-03-06T12:21:28.527178,-9.1094,-8.7891,0.854,-0.3203
837.366,2026-03-06T12:21:28.741561,-9.1094,-8.7969,0.854,-0.3125
837.603,2026-03-06T12:21:28.978805,-9.1094,-8.7969,0.854,-0.3125
837.843,2026-03-06T12:21:29.218970,-9.1172,-8.7969,0.824,-0.3203
838.084,2026-03-06T12:21:29.460093,-9.1172,-8.8047,0.854,-0.3125
838.326,2026-03-06T12:21:29.701618,-9.1250,-8.8125,0.824,-0.3125
838.545,2026-03-06T12:21:29.921098,-9.1250,-8.8047,0.854,-0.3203
838.801,2026-03-06T12:21:30.176565,-9.1172,-8.8125,0.854,-0.3047
839.030,2026-03-06T12:21:30.405747,-9.1328,-8.8125,0.824,-0.3203
839.264,2026-03-06T12:21:30.640102,-9.1250,-8.8203,0.854,-0.3047
839.496,2026-03-06T12:21:30.871681,-9.1250,-8.8203,0.854,-0.3047
839.716,2026-03-06T12:21:31.091958,-9.1328,-8.8203,0.854,-0.3125
839.956,2026-03-06T12:21:31.331500,-9.1328,-8.8281,0.854,-0.3047
840.193,2026-03-06T12:21:31.569030,-9.1406,-8.8281,0.885,-0.3125
840.430,2026-03-06T12:21:31.805388,-9.1406,-8.8281,0.824,-0.3125
